year,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,country,latitude,longitude,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,total_damages
2016,Geophysical,Earthquake,Ground movement,NA,Japan,32.791,130.75,2016,4,16,2016,4,16,49,20000000
2016,Geophysical,Earthquake,Ground movement,NA,Korea (the Republic of),35.781,129.216,2016,9,12,2016,9,12,NA,21000
2016,Hydrological,Flood,Flash flood,NA,Mexico,23.672,-104.964,2016,9,29,2016,10,5,5,25000
2016,Hydrological,Flood,NA,NA,Mexico,17.071,-93.805,2016,9,14,2016,9,22,13,NA
2016,Geophysical,Earthquake,Ground movement,NA,Macedonia (the former Yugoslav Republic of),42.009,21.49,2016,9,11,2016,9,11,NA,10000
2016,Hydrological,Flood,NA,NA,Myanmar,183.158,952.6,2016,6,1,2016,6,24,14,NA
2016,Hydrological,Flood,NA,NA,Mozambique,-12.651,394.64,2016,1,5,2016,1,29,16,NA
2016,Hydrological,Flood,Flash flood,NA,New Zealand,-42.169,172.21,2016,3,23,2016,3,24,NA,25000
2016,Geophysical,Earthquake,Ground movement,NA,Pakistan,36.473,71.13,2016,4,10,2016,4,10,6,NA
2016,Hydrological,Flood,Flash flood,NA,Pakistan,361.038,727.93,2016,7,3,2016,7,6,46,NA
2016,Geophysical,Earthquake,Ground movement,NA,Peru,-15.64,-71.68,2016,8,14,2016,8,14,4,NA
2016,Hydrological,Flood,NA,NA,Russian Federation (the),61.967,59.803,2016,4,16,2016,4,22,NA,2000
2016,Hydrological,Landslide,Landslide,NA,Rwanda,-20.565,300.12,2016,5,7,2016,5,8,50,NA
1902,Geophysical,Earthquake,Ground movement,NA,Azerbaijan,40.7,48.6,1902,2,13,1902,2,13,86,NA
1902,Geophysical,Earthquake,Ground movement,NA,China,39.88,76.2,1902,8,22,1902,8,22,2500,NA
1904,Geophysical,Earthquake,Ground movement,NA,Greece,37.75,27,1904,8,11,1904,8,11,4,NA
1905,Geophysical,Earthquake,Ground movement,NA,Albania,42.1,19600,1905,6,1,1905,6,1,120,23800
1905,Geophysical,Earthquake,Ground movement,NA,China,29.3,104.8,1905,11,8,1905,11,8,NA,NA
1906,Geophysical,Earthquake,Ground movement,NA,China,43.5,85.5,1906,12,23,1906,12,23,280,NA
1909,Geophysical,Earthquake,Ground movement,NA,China,24.4,103,1909,5,11,1909,5,11,21,NA
2014,Geophysical,Earthquake,Ground movement,NA,United States of America (the),38.2151667,-122.3123333,2014,8,24,2014,8,24,1,700000
2014,Hydrological,Flood,Riverine flood,NA,South Africa,-21.5153,25.61,2014,3,1,2014,3,18,32,85000
2014,Hydrological,Flood,Riverine flood,NA,Serbia,44.0617,24.49,2014,4,16,2014,4,17,NA,NA
2014,Geophysical,Earthquake,Ground movement,NA,Turkey,40.2893,25.3889,2014,5,24,2014,5,24,NA,NA
2014,Hydrological,Flood,Riverine flood,NA,"Tanzania, United Republic of",7.19301,38.97,2014,4,18,2014,5,1,28,NA
2014,Geophysical,Earthquake,Ground movement,NA,South Africa,-26.9899,26.7048,2014,8,5,2014,8,5,1,NA
2015,Hydrological,Flood,Riverine flood,NA,Tajikistan,37.8142,73.26,2015,5,11,2015,5,13,NA,NA
2015,Hydrological,Flood,Riverine flood,NA,Tajikistan,38.0626,73.11,2015,7,15,2015,7,21,NA,NA
2015,Hydrological,Flood,Flash flood,NA,Viet Nam,20.8137,106.86,2015,7,25,2015,8,5,32,204000
2015,Hydrological,Flood,NA,NA,United States of America (the),356.658,-910.83,2015,12,15,2016,1,6,31,600000
2015,Meteorological,Storm,Convective storm,Hail,"Tanzania, United Republic of",-4.31417,33.75,2015,3,3,2015,3,4,47,NA
2015,Meteorological,Storm,Tropical cyclone,NA,United States of America (the),335.033,-804.93,2015,10,1,2015,10,13,25,2000000
2015,Hydrological,Flood,Flash flood,NA,United States of America (the),34.193600000000004,-97.99,2015,5,23,2015,5,30,32,2700000
2015,Geophysical,Earthquake,Ground movement,NA,Tajikistan,38.211,72.78,2015,12,7,2015,12,7,2,5000
2015,Hydrological,Flood,NA,NA,"Tanzania, United Republic of",-5.06017,36.89,2015,5,7,2015,5,21,12,NA
2015,Hydrological,Flood,Riverine flood,NA,Uruguay,-32.6329,-55.7,2015,8,17,2015,8,19,NA,NA
2015,Hydrological,Flood,NA,NA,Uruguay,-299.568,-535.72,2015,10,14,2015,10,28,NA,NA
2015,Hydrological,Flood,NA,NA,Viet Nam,205.669,104.76,2015,9,7,2015,9,11,2,NA
2015,Geophysical,Earthquake,Ground movement,NA,Congo (the Democratic Republic of the),-2.091,28.952,2015,8,6,2015,8,7,3,NA
2015,Geophysical,Earthquake,Ground movement,NA,Timor-Leste,-8.3381,124.8754,2015,11,4,2015,11,4,NA,4000
2016,Meteorological,Storm,Convective storm,NA,United States of America (the),349.452,805.54,2016,6,22,2016,6,24,25,1000000
2016,Hydrological,Flood,NA,NA,Uruguay,-324.347,-561.95,2016,4,12,2016,5,11,8,3000
2016,Hydrological,Flood,Riverine flood,NA,Dominican Republic (the),18.92,-70.125,2016,11,7,2016,11,10,15,NA
2016,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),22.938,120.6,2016,2,6,2016,2,6,117,700000
2016,Hydrological,Flood,NA,NA,United States of America (the),308.574,-955.37,2016,5,27,2016,6,2,15,300000
2016,Geophysical,Earthquake,Ground movement,NA,Tajikistan,38.883,70.626,2016,7,1,2016,7,1,NA,NA
2016,Geophysical,Earthquake,Ground movement,NA,"Tanzania, United Republic of",1.036,31.618,2016,9,10,2016,9,10,17,458000
2016,Hydrological,Flood,NA,NA,"Tanzania, United Republic of",-476.168,355.05,2016,1,17,2016,1,18,3,NA
2016,Hydrological,Flood,NA,NA,"Tanzania, United Republic of",-689.427,360,2016,4,22,2016,4,24,13,NA
2016,Geophysical,Earthquake,Ground movement,NA,Uganda,-1.036,31.618,2016,9,10,2016,9,10,4,NA
2016,Hydrological,Flood,NA,NA,United States of America (the),29.988,-91.8,2016,8,9,2016,8,16,13,10000000
2016,Hydrological,Flood,NA,NA,Albania,42.254,19.446,2016,11,7,2016,11,10,2,NA
2016,Hydrological,Flood,NA,NA,Australia,-33.277,139.898,2016,9,10,2016,9,22,1,25000
2016,Geophysical,Earthquake,Ground movement,NA,China,39.238,74.047,2016,11,25,2016,11,25,1,5500
2016,Geophysical,Earthquake,Ground movement,NA,China,43.823,86.345,2016,12,8,2016,12,8,NA,135000
2016,Geophysical,Earthquake,Ground movement,NA,China,26.077,99.539,2016,5,18,2016,5,18,2,60000
2017,Hydrological,Flood,Flash flood,NA,Albania,449.847,152.152,2017,11,30,2017,12,4,1,8900
2017,Hydrological,Flood,Riverine flood,NA,Brazil,-8.096,-38.231,2017,5,26,2017,6,10,14,100000
2017,Hydrological,Flood,NA,NA,Chile,-30.939,-70.249,2017,2,24,2017,3,3,3,2000
2017,Geophysical,Earthquake,Ground movement,NA,China,33.193,103.855,2017,8,8,2017,8,8,29,500000
2017,Geophysical,Earthquake,Ground movement,NA,Greece,38.915,26.371,2017,6,12,2017,6,12,1,NA
2017,Hydrological,Flood,Flash flood,NA,Greece,38.261,23.529,2017,11,11,2017,11,20,23,NA
2017,Geophysical,Earthquake,Ground movement,NA,Greece,36.925,27.414,2017,7,21,2017,7,21,2,NA
2017,Hydrological,Flood,Flash flood,NA,Angola,-8.718,13.656,2017,3,21,2017,4,8,11,2000
2017,Hydrological,Flood,NA,NA,Argentina,-45.953,-67.939,2017,4,5,2017,4,21,1,NA
2017,Hydrological,Flood,NA,NA,Central African Republic,7.223,17.145,2017,8,23,2017,8,31,NA,NA
2017,Hydrological,Flood,NA,NA,Canada,45.575,-74.406,2017,5,5,2017,5,20,2,200000
2017,Hydrological,Flood,Flash flood,NA,Chile,-27.122,-69.952,2017,5,11,2017,5,15,2,NA
2017,Geophysical,Earthquake,Ground movement,NA,China,29.833,94.978,2017,11,18,2017,11,18,NA,NA
2017,Hydrological,Flood,NA,NA,China,29.612,113.645,2017,9,24,2017,10,7,16,361000
2017,Hydrological,Flood,NA,NA,Colombia,3.723,-72.674,2017,2,23,2017,3,3,1,NA
2017,Hydrological,Flood,NA,NA,Colombia,1.691,-76.286,2017,1,5,2017,2,7,NA,NA
2017,Hydrological,Flood,Flash flood,NA,France,45.486,3.338,2017,6,13,2017,6,15,1,NA
2017,Hydrological,Flood,NA,NA,United Kingdom of Great Britain and Northern Ireland (the),53.102,-6.856,2017,11,22,2017,11,26,NA,NA
2018,Hydrological,Flood,NA,NA,Albania,40.866,19.941,2018,3,5,2018,3,9,NA,NA
2018,Hydrological,Flood,NA,NA,Brazil,-22.479,-44.095,2018,2,14,2018,2,16,4,10000
2018,Hydrological,Flood,Flash flood,NA,Bolivia (Plurinational State of),-14.405,-64.013,2018,2,10,2018,2,21,6,NA
2018,Hydrological,Flood,NA,NA,Ghana,9.538,-1.066,2018,8,31,2018,10,2,34,NA
2018,Meteorological,Storm,Convective storm,NA,Argentina,-35.21,-58.199,2018,4,28,2018,4,29,2,NA
2018,Hydrological,Flood,NA,NA,Afghanistan,34.94,68.216,2018,5,9,2018,5,22,72,NA
2018,Hydrological,Flood,Flash flood,NA,Angola,-11.247,16.007,2018,2,22,2018,3,3,8,NA
2018,Hydrological,Flood,NA,NA,Australia,-17.015,145.218,2018,3,9,2018,3,11,NA,11400
2018,Hydrological,Flood,Flash flood,NA,Burundi,-3.47,29.987,2018,1,14,2018,1,24,NA,NA
2018,Hydrological,Flood,NA,NA,Burundi,-4.015,29.641,2018,4,28,2018,5,1,NA,NA
2018,Hydrological,Flood,NA,NA,Bangladesh,23.226,92.13,2018,5,20,2018,5,22,21,NA
2018,Hydrological,Flood,NA,NA,Bulgaria,42.698,23.9,2018,6,28,2018,7,2,NA,NA
2018,Hydrological,Flood,NA,NA,Brazil,-24.206,-48.623,2018,3,20,2018,3,21,3,43000
2018,Hydrological,Flood,NA,NA,Canada,50.358,-119.241,2018,5,10,2018,5,14,NA,NA
2018,Geophysical,Earthquake,Ground movement,NA,China,45.279,124.557,2018,5,28,2018,5,28,NA,29000
2018,Geophysical,Earthquake,Ground movement,NA,China,24.332,102.941,2018,8,13,2018,8,13,NA,50000
2018,Hydrological,Flood,NA,NA,China,23.812,108.795,2018,5,7,2018,5,16,5,NA
2018,Hydrological,Flood,NA,NA,Dominican Republic (the),19.018,-69.704,2018,7,9,2018,7,11,NA,NA
2018,Hydrological,Flood,Flash flood,NA,Algeria,33.907,3.215,2018,4,24,2018,4,28,6,NA
2018,Hydrological,Flood,NA,NA,Spain,39.591,2.936,2018,10,9,2018,10,11,13,150000
2018,Hydrological,Flood,NA,NA,France,48.511,1.606,2018,1,24,2018,1,29,NA,372000
2019,Hydrological,Flood,NA,NA,Afghanistan,31.991,67.078,2019,3,2,2019,3,NA,63,NA
2019,Hydrological,Flood,NA,NA,Bosnia and Herzegovina,44.089,19.298,2019,6,1,2019,6,25,NA,NA
2019,Hydrological,Flood,NA,NA,Brazil,-23.539,-46.124,2019,3,10,2019,3,11,12,NA
2019,Hydrological,Flood,Riverine flood,NA,Spain,43.284,-6.225,2019,1,22,2019,1,25,4,58000
2019,Hydrological,Flood,Flash flood,NA,Afghanistan,34.668,67.894,2019,5,22,2019,5,27,24,NA
2019,Geophysical,Earthquake,Ground movement,NA,Albania,40.501,20.722,2019,6,1,2019,6,1,NA,NA
2019,Geophysical,Earthquake,Ground movement,NA,Chile,-30.074,-71.423,2019,1,19,2019,1,19,2,NA
2019,Hydrological,Flood,NA,NA,Chile,-21.965,-69.245,2019,2,1,2019,2,10,6,NA
2019,Geophysical,Earthquake,Ground movement,NA,China,29.498,104.632,2019,2,25,2019,2,25,2,2000
2019,Geophysical,Earthquake,Ground movement,NA,China,28.405,104.957,2019,6,17,2019,6,17,13,1300000
2019,Geophysical,Earthquake,Ground movement,NA,Ecuador,-5.812,-75.27,2019,5,26,2019,5,26,NA,NA
1903,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),35.2,58.2,1903,9,25,1903,9,25,350,NA
1903,Geophysical,Earthquake,Ground movement,NA,Israel,32.2,35.3,1903,3,30,1903,3,30,20,NA
1905,Geophysical,Earthquake,Ground movement,NA,Japan,34,132,1905,6,2,1905,6,2,11,NA
1909,Geophysical,Earthquake,Ground movement,NA,Japan,35.4,136.3,1909,8,14,1909,8,14,41,NA
1909,Geophysical,Earthquake,Ground movement,NA,Portugal,38.9,-8.8,1909,4,23,1909,4,23,30,NA
2016,Geophysical,Earthquake,Tsunami,NA,New Zealand,-42.725,173.064,2016,11,14,2016,11,14,2,3900000
2016,Hydrological,Flood,Flash flood,NA,Mexico,23.273,-99.793,2016,11,3,2016,11,10,2,NA
2016,Hydrological,Flood,Riverine flood,NA,Haiti,19.739,-72.587,2016,11,5,2016,11,10,13,NA
2016,Hydrological,Flood,NA,NA,Indonesia,0.649,123.245,2016,10,23,2016,11,10,2,NA
2016,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.218,117.816,2016,8,1,2016,8,1,NA,NA
2016,Geophysical,Earthquake,Ground movement,NA,Indonesia,5.281,96.108,2016,12,7,2016,12,7,104,100000
2016,Hydrological,Flood,NA,NA,India,17.654,80.34,2016,9,21,2016,9,29,28,589000
2016,Geophysical,Earthquake,Ground movement,NA,Italy,42.934,13.043,2016,10,26,2016,10,26,1,200000
2016,Geophysical,Earthquake,Ground movement,NA,Italy,42.855,13.088,2016,10,30,2016,10,30,NA,200000
2016,Geophysical,Earthquake,Ground movement,NA,Japan,35.37,133.812,2016,10,21,2016,10,21,NA,100000
2016,Geophysical,Earthquake,Ground movement,NA,Myanmar,20.923,94.569,2016,8,24,2016,8,24,4,10000
2016,Hydrological,Flood,NA,NA,Malaysia,5.122,102.56,2016,11,28,2016,12,7,NA,NA
2016,Hydrological,Flood,NA,NA,Malaysia,4.7,102.411,2016,12,26,2017,1,23,NA,132000
2016,Geophysical,Earthquake,Ground movement,NA,Peru,-15.321,-70.823,2016,12,1,2016,12,1,1,NA
2017,Geophysical,Earthquake,Ground movement,NA,Mexico,15.022,-93.899,2017,9,8,2017,9,8,98,2300000
2017,Hydrological,Flood,NA,NA,Oman,243.598,559.677,2017,12,16,2017,12,17,3,NA
2017,Geophysical,Earthquake,Ground movement,NA,Mexico,18.55,-98.489,2017,9,17,2017,9,17,369,6000000
2017,Hydrological,Flood,NA,NA,Indonesia,-7.229,109.117,2017,11,3,2017,11,17,9,NA
2017,Hydrological,Flood,Flash flood,NA,Iran (Islamic Republic of),37.704,46.169,2017,4,15,2017,4,16,42,353000
2017,Hydrological,Flood,NA,NA,Nepal,27.295,86.427,2017,6,30,2017,7,3,11,NA
2017,Hydrological,Flood,NA,NA,Nepal,27.941,83.878,2017,8,10,2017,9,7,176,595000
2017,Hydrological,Flood,NA,NA,New Zealand,-38.204,176.79,2017,4,5,2017,4,21,NA,71000
2017,Hydrological,Flood,NA,NA,Peru,-11.004,-75.148,2017,3,15,2017,3,19,184,3100000
2017,Geophysical,Earthquake,Ground movement,NA,Philippines (the),13.77,120.935,2017,4,8,2017,4,8,NA,2000
2017,Hydrological,Flood,Riverine flood,NA,Guyana,3.815,-59.015,2017,5,20,2017,5,25,NA,NA
2017,Hydrological,Flood,NA,NA,Honduras,15.581,-85.367,2017,1,7,2017,1,21,7,NA
2017,Hydrological,Flood,NA,NA,Indonesia,-7.029,107.162,2017,2,21,2017,2,21,2,NA
2017,Hydrological,Flood,Flash flood,NA,India,10.489,79.004,2017,10,30,2017,11,8,21,NA
2017,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),37.772,57.204,2017,5,13,2017,5,13,3,2000
2017,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.911,45.959,2017,11,12,2017,11,12,444,740000
2017,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),35.649,50.962,2017,12,20,2017,12,20,2,NA
2017,Geophysical,Earthquake,Ground movement,NA,Iraq,34.911,45.959,2017,11,12,2017,11,12,10,NA
2017,Hydrological,Flood,Riverine flood,NA,Italy,45.457,105.881,2017,12,11,2017,12,12,NA,125000
2017,Meteorological,Storm,Tropical cyclone,NA,Japan,33.2,134,2017,8,5,2017,8,7,2,2000
2017,Hydrological,Flood,Riverine flood,NA,Kazakhstan,51.254,70.047,2017,4,14,2017,4,21,NA,NA
2017,Hydrological,Flood,Riverine flood,NA,Kenya,-2.879,37.88,2017,5,8,2017,5,16,26,NA
2017,Geophysical,Earthquake,Ground movement,NA,Korea (the Republic of),36.065,129.27,2017,11,15,2017,11,15,NA,NA
2017,Hydrological,Flood,NA,NA,Sri Lanka,8.604,80.637,2017,11,3,2017,11,13,9,NA
2017,Hydrological,Flood,Riverine flood,NA,Mexico,23.917,-98.308,2017,9,26,2017,10,7,2,NA
2017,Hydrological,Flood,NA,NA,Malaysia,3.932,102.461,2017,1,23,2017,2,7,NA,NA
2017,Hydrological,Flood,NA,NA,Malaysia,5.247,101.026,2017,11,3,2017,11,8,7,NA
2017,Hydrological,Flood,NA,NA,Niger (the),14.617,4.402,2017,8,26,2017,9,15,56,10000
2017,Hydrological,Flood,NA,NA,Nigeria,8.169,9.45,2017,8,15,2017,9,19,NA,NA
2017,Hydrological,Flood,NA,NA,Peru,-5.251,-77.573,2017,2,1,2017,2,7,1,NA
2017,Geophysical,Earthquake,Ground movement,NA,Philippines (the),9.907,125.452,2017,2,10,2017,2,10,8,13974
2017,Geophysical,Earthquake,Ground movement,NA,Philippines (the),11.111,124.619,2017,7,6,2017,7,6,3,4364
2017,Hydrological,Flood,Flash flood,NA,Philippines (the),10.566,123.171,2017,9,22,2017,9,24,NA,NA
2017,Hydrological,Flood,NA,NA,Philippines (the),7.59,124.062,2017,2,1,2017,2,7,13,NA
2018,Geophysical,Earthquake,Tsunami,NA,Indonesia,-178,119.84,2018,9,28,2018,9,28,4140,1450000
2018,Hydrological,Flood,Flash flood,NA,Iran (Islamic Republic of),35.606,52.429,2018,10,5,2018,10,6,9,166000
2018,Hydrological,Flood,NA,NA,Japan,35.65,137.895,2018,6,29,2018,7,8,246,9500000
2018,Hydrological,Flood,NA,NA,Sri Lanka,6.806,80.637,2018,10,6,2018,10,12,12,NA
2018,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-6.149,142.766,2018,2,26,2018,2,26,145,61000
2018,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.287,116.452,2018,8,5,2018,8,5,564,790000
2018,Hydrological,Flood,Flash flood,NA,Guatemala,15.88,-90.217,2018,5,18,2018,5,22,2,NA
2018,Geophysical,Earthquake,Ground movement,NA,Haiti,20.034,-73.013,2018,10,6,2018,10,6,17,NA
2018,Geophysical,Earthquake,Ground movement,NA,Indonesia,-7.196,105.918,2018,1,23,2018,1,23,1,80000
2018,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.274,116.491,2018,7,29,2018,7,29,14,29000
2018,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.325,116.577,2018,8,19,2018,8,19,10,5000
2018,Hydrological,Flood,NA,NA,Indonesia,-8.497,118.569,2018,3,5,2018,3,6,NA,NA
2018,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.645,46.179,2018,7,22,2018,7,22,NA,10000
2018,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.663,46.277,2018,8,26,2018,8,26,2,NA
2018,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),34.304,45.74,2018,11,25,2018,11,25,NA,10000
2018,Hydrological,Flood,Flash flood,NA,Israel,31.164,34.861,2018,4,24,2018,4,27,12,NA
2018,Geophysical,Earthquake,Ground movement,NA,Japan,34.826,135.64,2018,6,18,2018,6,18,5,3250000
2018,Hydrological,Flood,NA,NA,Kazakhstan,47.381,81.478,2018,3,9,2018,3,14,NA,NA
2018,Geophysical,Earthquake,Ground movement,NA,Mexico,16.646,-97.653,2018,2,16,2018,2,16,NA,NA
2018,Hydrological,Flood,NA,NA,Myanmar,18.191,95.434,2018,7,15,2018,8,10,16,NA
2018,Hydrological,Flood,Flash flood,NA,Malawi,-14.926,34.367,2018,2,22,2018,3,7,NA,NA
2018,Hydrological,Flood,NA,NA,Malawi,-10.351,33.847,2018,2,1,2018,2,14,1,NA
2018,Hydrological,Flood,NA,NA,Malawi,-11.158,34.02,2018,4,11,2018,4,17,4,NA
2018,Hydrological,Flood,Flash flood,NA,Malaysia,3.133,3.659,2018,2,3,2018,2,12,NA,NA
2018,Hydrological,Flood,NA,NA,Malaysia,365.883,102.337,2018,1,1,2018,1,5,2,NA
2018,Hydrological,Flood,NA,NA,Nigeria,10.475,8.238,2018,9,20,2018,10,2,199,275000
2018,Hydrological,Flood,Flash flood,NA,Nepal,28.238,84.398,2018,7,1,2018,7,11,15,NA
2018,Geophysical,Earthquake,Ground movement,NA,Peru,-15.759,74.71,2018,1,14,2018,1,14,2,NA
2018,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-6.307,142.62,2018,3,5,2018,3,5,11,NA
2018,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-6.294,142.607,2018,3,7,2018,3,7,25,NA
2018,Hydrological,Flood,NA,NA,Korea (the Democratic People's Republic of),38.531,126.573,2018,8,24,2018,9,6,148,25000
2018,Hydrological,Flood,Riverine flood,NA,Paraguay,-25.312,-57.599,2018,1,13,2018,1,22,NA,NA
2019,Hydrological,Flood,NA,NA,Mexico,20.176,-103.182,2019,6,2,2019,6,6,7,NA
2019,Geophysical,Earthquake,Ground movement,NA,Japan,38.637,139.48,2019,6,18,2019,6,18,NA,NA
2019,Geophysical,Earthquake,Ground movement,NA,Indonesia,-0.586,128.034,2019,7,14,2019,7,14,8,NA
2019,Geophysical,Earthquake,Ground movement,NA,Indonesia,-1.301,101.601,2019,2,28,2019,2,28,NA,NA
2019,Geophysical,Earthquake,Ground movement,NA,Indonesia,-8.418,116.52,2019,3,17,2019,3,17,9,NA
2019,Geophysical,Earthquake,Ground movement,NA,Indonesia,-7.282,104.791,2019,8,2,2019,8,2,6,NA
2019,Geophysical,Earthquake,Ground movement,NA,Iran (Islamic Republic of),31.775,49.542,2019,7,8,2019,7,8,1,NA
2019,Hydrological,Flood,NA,NA,Japan,32.591,130.866,2019,6,29,2019,7,4,2,NA
2019,Hydrological,Flood,NA,NA,Libya,24.555,12.691,2019,5,28,2019,6,5,4,7100
2019,Hydrological,Flood,NA,NA,Mongolia,47.204,111.071,2019,6,15,2019,6,19,12,NA
2019,Hydrological,Flood,NA,NA,Malawi,-14.53,34.317,2019,3,4,2019,3,10,60,NA
2019,Geophysical,Earthquake,Ground movement,NA,Peru,-5.812,-75.27,2019,5,26,2019,5,26,2,NA
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),14.99,120.35,2019,4,22,2019,4,22,25,50000
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),9.32,125.99,2019,7,13,2019,7,13,NA,NA
2019,Geophysical,Earthquake,Ground movement,NA,Philippines (the),20.807,121.986,2019,7,27,2019,7,27,9,5258
2019,Hydrological,Flood,NA,NA,Philippines (the),8.223,123.493,2019,6,3,2019,6,23,NA,NA
2019,Geophysical,Earthquake,Ground movement,NA,Papua New Guinea,-4.051,152.6,2019,5,14,2019,5,14,NA,NA
1900,Geophysical,Earthquake,Ground movement,NA,Turkey,40.3,43.1,1900,7,12,1900,7,12,140,NA
1903,Geophysical,Earthquake,Ground movement,NA,Turkey,39.1,42.4,1903,4,19,1903,4,19,1700,NA
1903,Geophysical,Earthquake,Ground movement,NA,Turkey,40.9,42.7,1903,5,28,1903,5,28,1000,NA
1904,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.5,120.5,1904,4,24,1904,4,24,3,NA
1904,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.5,120.3,1904,11,6,1904,11,6,145,NA
1906,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),23.4,120.4,1906,4,13,1906,4,13,15,NA
1909,Geophysical,Earthquake,Ground movement,NA,Taiwan (Province of China),25,121.5,1909,4,15,1909,4,15,9,NA
1910,Geophysical,Earthquake,Ground movement,NA,Costa Rica,10,-84,1910,5,4,1910,5,4,700,NA
1913,Geophysical,Earthquake,Ground movement,NA,China,24.15,102.45,1913,12,21,1913,12,21,942,NA
1915,Geophysical,Earthquake,Ground movement,NA,China,29.5,91.5,1915,12,3,1915,12,3,170,NA
1920,Geophysical,Earthquake,Ground movement,NA,Albania,40.2,20,1920,11,26,1920,11,26,200,NA
1920,Geophysical,Earthquake,Ground movement,NA,Argentina,-32.7,-68.4,1920,12,17,1920,12,17,400,NA
1923,Geophysical,Earthquake,Ground movement,NA,Colombia,1,-77.5,1923,12,14,1923,12,14,300,NA
1924,Geophysical,Earthquake,Ground movement,NA,China,36.983,164,1924,7,3,1924,7,3,100,NA
1925,Geophysical,Earthquake,Ground movement,NA,China,27,100,1925,10,15,1925,10,15,12,NA
1930,Geophysical,Earthquake,Ground movement,NA,Albania,40.5,19.5,1930,11,21,1930,11,21,35,NA
1930,Geophysical,Earthquake,Ground movement,NA,Albania,40.3,19.6,1930,12,2,1930,12,2,25,NA
1930,Geophysical,Earthquake,Ground movement,NA,China,26.8,103,1930,5,14,1930,5,14,42,NA
1930,Geophysical,Earthquake,Ground movement,NA,China,30,100,1930,8,24,1930,8,24,200,NA
1931,Geophysical,Earthquake,Ground movement,NA,Albania,40.6,20.8,1931,1,28,1931,1,28,90,NA
1931,Geophysical,Earthquake,Ground movement,NA,Armenia,39.2,46,1931,4,27,1931,4,27,2890,NA
1931,Geophysical,Earthquake,Ground movement,NA,China,46.817,89.915,1931,8,11,1931,8,11,10000,NA
1933,Geophysical,Earthquake,NA,NA,China,29.5,102.5,1933,9,20,1933,9,20,200,NA
1935,Geophysical,Earthquake,Ground movement,NA,China,28.7,103.6,1935,12,18,1935,12,18,100,NA
1936,Geophysical,Earthquake,Ground movement,NA,China,35.4,103.4,1936,2,7,1936,2,7,NA,NA
1936,Geophysical,Earthquake,Ground movement,NA,China,34.2,105.7,1936,8,1,1936,8,1,115,NA
1936,Geophysical,Earthquake,Ground movement,NA,China,26.6,103,1936,8,17,1936,8,17,30,NA
1936,Geophysical,Earthquake,Ground movement,NA,Colombia,1.1,-77.6,1936,1,9,1936,1,9,NA,NA
1936,Geophysical,Earthquake,Ground movement,NA,Colombia,1.2,-77.3,1936,8,14,1936,8,14,18,NA
1937,Geophysical,Earthquake,Ground movement,NA,China,35.259,115.184,1937,8,1,1937,8,1,390,NA
1940,Geophysical,Earthquake,Ground movement,NA,China,23.9,102.3,1940,4,6,1940,4,6,181,NA
1940,Geophysical,Earthquake,Ground movement,NA,China,40.2,122,1940,8,5,1940,8,5,NA,NA
1941,Geophysical,Earthquake,Ground movement,NA,China,47,127.2,1931,5,6,1931,5,6,132,NA
1941,Geophysical,Earthquake,Ground movement,NA,China,31.7,102.3,1941,10,8,1941,10,8,15,NA
1942,Geophysical,Earthquake,Ground movement,NA,Albania,41.7,20.4,1942,8,27,1942,8,27,43,NA
1942,Geophysical,Earthquake,Ground movement,NA,China,23.1,100.3,1942,2,2,1942,2,2,90,NA
1945,Geophysical,Earthquake,Ground movement,NA,China,39.5,119,1945,9,23,1945,9,23,17,NA
1948,Geophysical,Earthquake,Ground movement,NA,China,29.5,100.5,1948,5,25,1948,5,25,800,NA
1948,Geophysical,Earthquake,Ground movement,NA,China,26.4,99.7,1948,6,27,1948,6,27,110,NA
1949,Geophysical,Earthquake,Ground movement,NA,China,42,84,1949,2,23,1949,2,23,21,NA
1951,Geophysical,Earthquake,Ground movement,NA,China,26.7,100,1951,8,19,1951,8,19,NA,NA
